id;description;vio
1057783487593407;Ich war in der Tschechischen Republik geboren, aber ich habe das deutsche Blut .. :'( Frau Merkel ist Sie zum Verhängnis ! Sie ende! das ist nicht hilfe , aber genocide  Verrat Deutschland  und deren Werte. :'( OMG - Frau Merkel  du bist eine kranke Person :'(;nothing
856796411025450;In den Nachrichten haben sie gesagt, das 17.000 da waren und das viel mehr Gegendemonstranten dort waren. Gerde lese ich bei den neuesten Nachrichten, das nur 5000 Gegendemonstranten anwesend waren. Was soll das? Diese ständigen Falschmeldungen in den Fernsehmedien. Das ist mir jetzt schon oft aufgefallen, das dort immer alles verdreht wird und Pegide schlecht dargestellt wird. Das finde ich scheiße von den Medien. Jetzt glaube ich auch, das die Medien von oben Orden bekommen, wie sie berichten sollen!;nothing
856819537689804;Stimmt übrigens-die machen das ungern-jede Woche Menschen vor dem linken Pack zu beschützen gegen schlechte Bezahlung!!Die meisten von denen würden lieber als Zivilist mit Pegida spazieren gehen!!;nothing
1064308233607599;Ich weiß das die medien lügen, dass hab ich dank bautzen bestätigt bekomm. Wir sachsen lassen uns NICHT unterkriegen!;nothing
857017181003373;"Das erste ""dumme"" Zitat stammt von dem jüdischen PsychoanalytikerZwi Rex, das zweite von R. Giordano.....   Von dem Zettel kann ich morgen eine Kopie liefern.";nothing
1012387245466365;So ist das mit den Linken....bis Mittag pennen und danne RTL....wo soll da Bildung her kommen?;nothing
1081132028591886;Ich wünsche für Deutschland ein Bundeskanzler, wie ist Herr Orbán!! :);nothing
856762611028830;ja die Wahrheit tut eben weh...bald kommen auch die noch dazu, die im Moment noch Angst um ihren Arbeitsplatz haben müssen....wir sind in Gedanken bei euch;nothing
894666710571753;???? es ist zum Lachen..... Und zum Heulen.... So viel Dummheit in so einen kleinen Text.;nothing
935475303157560;"Weg mit dem pack am besten foltern oder die Lager wieder eröffnen;)";call2violence
856749277696830;Musikalisch wie nachrichtentechnisch Schrott;nothing
1066481290056960;Daniela ---- beides ist richtig!;nothing
1012920208746402;Du bist und wärst zu keinem Zeitpunkt wegen einer solchen Aussage wegen Volksverhetzung dran gewesen, sondern wegen Aussagen wie Gelumbe, Viehzeug, 800:00 für Deutschland, deswegen und nur deswegen, bitte nicht verwechseln! :D;nothing
862797160425375;Kommt doch sowieso kaum noch einer.....hohle Phrasen und Weltuntergangs- und Verschwörungstheorien verlieren irgendwann ihre Anziehungskraft, je mehr die echte häßliche rechte Fratze zum Vorschein kommt.;nothing
960875697284187;"Wenn in unserem Land jemand Nationalbewusstsein hat, also Patriot sein will, was überall auf der Welt selbstverständlich ist, dann wird er sofort von allen Seiten als ""NAZI"" gebranntmarkt! Im Prinzip will doch jeder Deutsche stolz auf sein eigenes Land sein, in dem er geboren wurde! Leute traut Euch Patriot zu sein! 1945 war zum Glück Schluss mit den ""Nationalsozialisten""! Das ist Siebzig Jahre her!";nothing
856881461016945;"Dann hat sie immerhin noch 3 Jahre Zeit bis er auf Sex (als ehelichen Vollzug) mit ihr bestehen wird.
Wenn ihr Vater ihn nicht eher erwischt.
Nicht jeder Mohammed hat das Glück, dass der Vater seiner späteren Kindfrau stirbt und sie seinen Phantasien überlässt.";other
858085680896523;"Weltoffen?vergessen die Salafisten, Hassprediger, ISIS.
Vergessen die verfolgten, geschändeten, abgeschlachteten, ja Weltoffen.
Den Schutz des Jüdischen Volkes, das wir schützen müssen!
Ihr seid nur erbärmliche Heuchler.
Ich verachte euch!";nothing
857292197642538;Und noch was, du bist stolz Österreicherin zu sein, lebst aber in der Schweiz und beschwerst Dich über deutsche Einwanderer? Ich arbeite sehr viel mit Schweizer Firmen zusammen. Die sind alle froh und zufrieden mit ihren deutschen Mitarbeitern. In der ganzen Welt sind deutsche Mitarbeiter gefragt. Von Österreichern hab ich das noch nicht gehört.;nothing
862066377165120;Und das allerschlimmste ist der Umstand, dass Leute ohne Internet (und ich meine damit nicht primär Facebook!) leider dieser Art der Propaganda nicht entfliehen können. Sie kennen nichts anderes. Wie in der Matrix. Nur eben reell. Zumindestens glaube ich das (-: Die Verantwortlichen der SZ und anderer Zeitungen vermissen schmerzlich den Stecker, den man rausziehen kann, um das Net abschalten zu können.;nothing
1064982270206862;Flüchtling findet Arbeit und bringt sie zum Amt!;nothing
856800011025090;Man könnte annehmen das deine Eltern Geschwister sind.... wäre ja nichts neues bei Nazis und Antifanten....;nothing
1011320165573073;https://m.facebook.com/story.php?story_fbid=138508589840242&id=100010433052130;nothing
888026634569094;"nun, liebe PEGIDA - freunde, es hat nicht gereicht.
aber es ist trotzdem ein erdrutsch.
in frankreich zaehlt man immer mehrere parteien zusammen und stellt sich unter sammelfaehnchen zur wahl. ausser dem FN.
leider, auch wenn man die grueppchen aufsplittet, scheint die UMP des sarkozy mit rd 30% an der spitze zu liegen, rd 37% mit seinen verbuendeten.
der FN, ganz alleine, erreicht rd 36%
die parti socialiste des hollande behauptet, mit all seinen verbuendeten 37% zu haben. davon werden wohl die 5.5% der extremlinken des melanchon ein frommer wunsch sein und, die ps alleine, hat 19.9%.
diese zahlen sind offizielle zahlen des innenministeriums um 22.30 uhr.
also ist der FN die zweite partei unseres landes. und ich habe, ausnahmsweise, eine sehr gute und teure flasche geoeffnet.
jetzt die absolut beste nachricht.
wir hatten einen cantonalsitz.
schon heute, nach dem ersten wahlgang, haben wir zwischen 8 und 12.
es koennten 30 bis 50 werden.
und, unerwartet, die ps hat jetzt schon ueber 500 cantone verloren, VOR dem zweiten wahlgang.
und wird wohl 80% der departements verlieren.

ein wort zum kommentat des alwin pakalokus, etwas weiter oben --- der FN ist eine demokratische partei, welche ale und jeden, die sich als rechtsextrem oder nazi oder straftaeter outen, radikal rausschmeisst. die hetze des manuel valls, des bekennenden soziodematischen trotzkisten, darf man nicht ernst nehmen.
marine le pen ist nicht ihr vater, jean marie le pen, der bekannt war fuer seine extremen entgleisungen, mehrfach verurteilt, heute als gruender noch ehrenpraesident des FN und ohne jede macht und einfluss.
wir, in der partei, nennen ihn den ""alten"" und lassen ihn reden.
ein drittel der franzoesischen waehler haben dies begriffen.
bitte, lieber alwin, lese doch die programme, die foerderungen des FN und dann sage mir, wo in dieser partei nich rechts-EXTREMISMUS zu finden ist.

ich bin franco-niederlaender.  doppelpass. und ich finde wilders extremer als marine le pen, weswegen sie auch nur sehr bedingt mit ihm zusammenarbeitet.

ihr in deutschland, vielleicht aufbauend auf pegida, koennt eines tages eine grosse nationale, patriotische, partei haben. ich wuensche es euch.

und jetzt kehre ich zu meiner champagnerflasche zurueck......";nothing
1065347213503701;Es hört einfach nicht auf  ! So was nennt sich Journalismus !;nothing
857452394293185;Das fällt unter den Begriff  `Verbotsirrtum´ und wird in der deutschen Justiz bei Tätern mit Migrationshintergrund sehr oft strafmildernd angewandt!;nothing
1111384178900004;"Das ist was Menschenunwürdig ;-) In ihrer Heimat kennen diese Leute überhaupt kein Geld .";nothing
858392830865808;"Huiuiui, Drohungen und Beleidigungen von Pegisten, das ist ja mal ganz was neues ;)  aber ich freue mich, dass euch die Verschwörungstheorien nicht ausgehen :D";nothing
1010745048963918;Was erwarten man auch von solchen Hippsterluschen!;nothing
985458794825877;Karl Schwietzke Denkste der kann lesen?;nothing
995843170454106;Peter Col Dazu müßte sie aber erst mal angezeigt werden. Denn von allein wird kein SAATS-Anwalt tätig. Viele müssten das machen. Hast du es schon? Im Netz gibt es auch schon Muster.;nothing
1007282212643535;Im Interesse des Weltfrieden hat niemand der IS zu überleben! So wäre das zu händeln!;call2violence
1012952972076459;Schitte, ich bin ein Wessi und ich möchte trotzdem etwas daran ändert. LG aus dem Ruhrpott.;nothing
1064083800296709;Was heißt denn Nationalstolz?;nothing
951885481516542;Hurra die  Blumenkinder sind wieder aktiv :-D.;nothing
857931484245276;https://www.facebook.com/770840049677476/photos/a.771175909643890.1073741828.770840049677476/775613189200162/?type=1&fref=nf&pnref=story;nothing
857136480991443;"158 Tsd Leute haben dieser Seite ihr ""gefällt mir"" gegeben,das ist aber bei weitem nicht die Zahl der Anhänger.Es gib sehr viele  Sympathisanten  und noch etliche andere Pegida-Bewegungen,so dass man mit einem weitaus höheren Prozentsatz als die 0,25% rechnen muss.Hinzu kommt,dass sich viele nicht trauen ihre Stimme zu erheben,aus Angst,ihren Arbeitsplatz zu verlieren.";nothing
968017169903373;Ich würde mal wissen was die Amis machen würden, wenn man die Flüchtlinge direkt nach Amerika weiter schicken würde? Würde man die bejubelnt aufnehmen,oder würden sie die nach Europa zurück schicken? Und wieso redet man immer von ein europäisches Problem, die Amis wollen doch überall Krieg spielen.;nothing
856828061022285;Also die moni;nothing
855015894536835;"Ohne hochkarätige Promis würde es warscheinlich auch traurig aussehen mit den ""bunten"" Gutmenschen.";nothing
857564620948629;"Doch,rumänische und bulgarische Mitbürger;-)";nothing
1052378601467229;Sehr gut. Danke.;nothing
876268342411590;you cannot sell ancestral land for cosmopolitan or other new fashion, without the consensus of existing and future generations. It is just a waiste of people time and money, people have better things to do in life than having to protest against irresponsible public servants.;nothing
1134220093283079;Elende Sauferei bringt nix;nothing
857988070906284;Hallo Fritz Müller hier zum Beispiel schön übersichtlich mit Quellen http://www.dewion24.de/?page_id=3673;nothing
1063720970332992;Nicht nur die in Sachsen, die aber an erster Stelle! Manchmal wünschte ich mir, ich wäre  Sachse...;nothing
945851805453243;"Aber die Dunkelroten vertragen das. 
Frei nach ihrem Motto: ""Habenichtse aller Länder vereinigt euch!""";nothing
1043588119012944;Sie hat doch recht.;nothing
857010707670687;Mandy, google doch noch mal Sunniten, Schiiten und vielleicht  Alawiten. Dann setzt das mit den Geschehnissen in Syrien und dem IS in Zusammenhang und du wirst feststellen, dass größtenteils Muslime durch Islamisten getötet werden. Wenn du noch ein bisschen tiefer gräbst, kommst du vielleicht auch noch auf die machtpolitischen Positionen hinter den religiösen Rechtfertigungen.;nothing
856921494346275;"Hallo Ron, das sollte ja auch nur eine Art ""Arbeitshilfe"" darstellen. Die Polizei rechnet zwischen 3 und 4 Personen ja qm. Also kannst Du Deine qm mit 3,5 multiplizieren. Näheres halt in ""meinem"" Link. Grüße.";nothing
862199050485186;Doch jede Woche. Na das klingt doch super! :-) Frag mich dann auch wo die Medien die Infos herhaben...;nothing
876926342345790;Von wegen Meinungsfreiheit in Deutschland !;nothing
856873047684453;Weil alle Pegida-Gegner von der Antifa sind. Mandydu kannst doch auch mal nach Syrien, in den Sudan oder sonstwo hin und dir dann ein paar Gedanken machen warum die Leute fliehen.;nothing
885333931505031;"Uli, nur das Ilse Bilse keine Frau ist wie man auf dem bild sieht. ;-)";nothing
857961324242292;Die Grünen sollte man nicht mehr wählen. Wenn die solche Aussagen machen.;nothing
857874067584351;Hanns Dieter Schramke ok. Du denkst nur, dass an den Zahlen gedreht wurde, oder wie?;nothing
856872564351168;Wieso nicht ..wir sind doch alle für Friede ,Freude und Eierkuchen.;nothing
862031473835277;Wixxer;nothing
856971531007938;http://youtu.be/og0iMCYrc2k;nothing
855002017871556;"Wenn Lutz zurückgetreten ist & jetzt rauskommt, dass der Asylbewerber in Dresden von seinem Mitbewohner ermordet wurde - treten die Chefredakteure & Parteibosse der großen Zeitungen & Parteien jetzt auch zurück? :P Immerhin tragen die doch viel mehr Verantwortung als so ein kleiner Wicht? ;) #Lügenpresse";nothing
887989264572831;So ist es;nothing
876271422411282;"Welche ""Fachkräfte""???? Fachkraft im Stehlen, Betrügen, Vergewaltigen??";nothing
856904871014604;Und vorsorglich habe ich deinen Müll mal blockiert :);nothing
963491877022569;Dem schließe ich mich zu 100% an.;nothing
982707045101052;Na klar... Flüchtlinge, geflohen vor Terror und Gewalt.;nothing
1134123726626049;Es reicht mir was ich in den Polizeiberichten lese.danke Frau Merkel;nothing
982738751764548;Ramon De la Perez Dann werden die Mittel eingesetzt, die sie an STAATSGRENZEN  zum Stehen bringen. Die USA können da sicherlich noch ein paar Tips von der Grenzsicherung zu Mexiko beitragen.;nothing
854999701205121;Super, weitermachen und nicht unterkriegen ist die Devise. Passt :-);nothing
972165812821842;wehe du zündest eine Dönerbude an ,da wär das Geschrei groß;nothing
962167537155003;"http://www.faz.net/aktuell/gesellschaft/menschen/einwanderung-asylbehoerde-zweifelt-an-til-schweigers-fluechtlingsheim-13739916.html#GEPC;s6";nothing
857899970915094;Aber mit Migrationshintergrund, sonst wär es ja rassistisch.;nothing
857454397626318;Mit friedlichen Demonstrationen erreicht ihr gar nichts. Die lachen sich doch nur schrott. Jemand, der nichts zu befürchten hat, der macht weiter, so tickt nunmal die menschliche Psyche. Mein Gott, laß euch doch nicht dauernd von dem blöden Nazi-Gerede einschüchtern. Ich muß kein Nazi sein um was gegen die Islamisierung zu haben und radikal erst recht nicht.;nothing
854999327871825;Der Zusammenhalt ist bitter nötig in ganz Deutschland für pegida und Ableger aber wir bekommen das hin pro pegida;nothing
972590109446079;das ist nurmal ne F:MERKEL;nothing
945885652116525;der große Austausch!!!! :-(;nothing
1007136312658125;the problem with your religion who tell u to hate and kill christians cause we r kofar.its not logical that god says to kill and hate.u r waiting to the right time to make europe an islamic state;nothing
856978007673957;Eddie, Goldfische sind einfach goldig.;nothing
1096067083765047;"Traumatiesierte "" Flüchtlinge "" ...am Ars.....";nothing
855604227811335;Amir geh wieder Ziegen hüten, bitte  ..brauchst Flugticket?;nothing
