id;description;c2a
1011060892265667;"Wer Cirkus halligalli macht ist eh nicht ernst zu nehmen.
Jukurt und Klaus sind für mich Kasperköppe die sich auf kosten einiger wenigen ( unter 10% der Flüchtlinge) versuchen zu profilieren.
Das sind die ersten die rennen wenn es kracht !";FALSE
1007139285991161;"Natürlich kann sich ein deutscher Politiker nicht vorstellen, dass ein Staat ein eigenes Interesse hat - und erst recht nicht, dass ein Staat handelt.
Herr Steinmeier geht lieber nach Saudi-Arabien und lässt sich dort wie ein schuhputzer abfertigen (womit ich ncihts gegen Schuhputzer gesagt haben möchte).";FALSE
856831114355313;gründe doch die PEGIDA Singles;TRUE
856887307683027;Jaja der Islam und die Nazis ein tolles Team: http://www.lexikon-der-wehrmacht.de/Zusatz/SS/SSOsttuerkei.htm;FALSE
882716128433478;Sehe ich auch so. Diese Typen bewirken nur eines. Pegida zu bremsen ohne die wären wir vielleicht schon weiter.;FALSE
858343020870789;Herr Buschkowsky hat die Fakten genannt....reicht doch völlig aus °find°;FALSE
1010815048956918;805 Personen gefällts!!!!!????? Daran erkennt man Pegida :) Unkultiviert, halbwissen und ganz einfach zu maipulieren!!! Der Ruf , Image von Pegida ist gerechtfertigt!  Dummheit ist sehr gefährlich-  3.REICH lässt grüssen.;FALSE
1038624566175966;Ja du kommst damit sofort in den Knast, es sei den du bist Flüchtling dann wird das verharmlost!;FALSE
857854860919605;"An alle Gegner, welche meinen hier immer nur  komisches Gedankengut streuen zu müssen:

Wenn ihr das alles so super findet, dann redet nicht nur sondern lasst dem auch Taten folgen. 

Nehmt einen Asylanten an die Hand, geht mit nach Hause und sorgt für ihn. Gebt ihm ein Bett,  Essen, Trinken und Kleidung. Die deutsche Sprache lernt er/sie dann auch schneller. Das wäre echte gelebte Integration! 

Das was ihr jetzt alle macht ist nur Klugscheisserei und dummes Quatschen.

 Ich unterstütze derweil weiter die Tafel und Kinderheime!";TRUE
982683135103443;"WIR ALLE sollten aber auch Ungarns Politiker unterstützen, dass geht ganz einfach mit einem DANKSCHREIBEN für ihre bisherige (Migranten-) Politik mit einem aufmunterndem Wort unbeirrt so weiter zu machen. Sie werden in der EU von allen Seiten kritisiert & angegriffen . . . 
. . . wir sollten ihnen zeigen dass sehr wohl sehr viele Deutsche auf ihrer Seite stehen und ihnen Dankbar sind.
Ohne die ""Bremse"" Ungarns wäre aus der FlüchtlingsWELLE schon längst ein reißender FlüchtlingsSTROM geworden.

Adresse:
Ungarische Botschaft
Unter den Linden 76 
10117 Berlin

Ich DANKE Allen die mitmachen !";TRUE
991366280901795;Danny Denny Weder unsere Rentner waren meist die CDU Wähler nun wendet sich das Blatt ??????????;FALSE
1098232846881804;putin hat diese selbstherrliche nato mit dem eingreifen und klaren fronten schaffen in syrien wieder an einem tisch gezwungen.das warb mir lange klar. bloss im pentagon hat man putin wie immer unterschätzt-;FALSE
1064399730265116;https://video-fra3-1.xx.fbcdn.net/hvideo-xpf1/v/t43.1792-2/12749425_1544749189151199_1753215518_n.mp4?efg=eyJybHIiOjE1MDAsInJsYSI6MTU3MywidmVuY29kZV90YWciOiJzdmVfaGQifQ%3D%3D&rl=1500&vabr=437&oh=438116092469989501f239b5c1437df3&oe=56CF9518;FALSE
935305896507834;dann kann man sich das wahre ausmaß der bereicherungen bestens vorstellen. ab und an rutscht was durch die zenzur durch;FALSE
882680488437042;einfach zu viel gerede. hauptsache wieder einer weniger...??;FALSE
1012408395464250;Ihr merkt es einfach nicht, wie ihr verarscht werdet  ?????? So ist das halt, wenn man ohne Gehirn Kommentare abgibt ??????;FALSE
1070946242943798;Man kann das jetzt so sehen das Er für keine seiner Entscheidungen verantwortlich ist da Er nur nach Vorgaben Entscheidet. Das hieße im Umkehrschluß das wir keinen Entscheidungsträger brauchen da die Endscheiungsfindung schon im Gesetz verankert ist. Er hat also keinen Ermässungsspielraum. Wofür brauchen wir Ihn dann überhaupt?;FALSE
1007157439322679;Unglaublich ! das haben die Jungs nicht verdient !;FALSE
1113847901986965;"Die AfD ist die einzige Partei in Deutschland, welche sie Wahrheit über den Islam verbreitet!
VIELEN DANK DAFÜR!
Jetzt wird allmählich auch der Wahlmichel wach!
Jede Abartigkeit der Islamisten wird der AfD zukünftig Wahlstimmen bringen!
Das können  der Altparteien der CDU/CSU/SPD/FDP/SED/Grünen noch so viel zetern!
Mit dem islamkritischen Thema wird die AfD vermutlich bald die absolute Mehrheit in den Parlamenten erreichen, weil die linken Dämlacks keine Koalitionen zulassen!
Danach werden endlich Rückführungsprogramme durchgeführt!
Wir sollten inzwischen alles dafür tun, dass Islamisten sich bei uns nicht mehr wohl fühlen und möglichst von alleine wieder abhauen!";TRUE
856926731012418;"Dresdner - haben ""Eier"" - danke dafür!  (Im ""Westen"" - nur noch selten anzutreffen!! (und das sagt einer aus München!!) Danke Dresden!!!";FALSE
856824851022606;Dann bist du hier genau richtig;FALSE
991240910914332;Wit mússen ALLE auf die Straße gehen.....!!!!!!!!!!!!!;TRUE
857137470991344;Danke für die schnelle Antwort, und die sachliche dazu, doch wenn du pegida aufrufst, kommst du leider erstmal nur auf Seiten der anti- pegida Bewegung,  so ist es leider, vielleicht bist du zu ignorant?;FALSE
856763331028758;"ick erinner mich, dass in dem
positionspapier der pegida etwas stand von wegen: stop dem genderwahnsinn! und jetzt knickt man schon ein!? schade";FALSE
1007215325983557;Jens Schaale ist selbst ne Straftat (Ordnungswidrigkeit) wenn es nur ein Ei und eine stinknormale Hauswand wäre.Aber ich denke das man Kinder für so einen (dummen) Eier-Halloween-Streich eher dran kriegt als diese SAntifanten.Denen will man schlicht nicht an den Kragen.;FALSE
1010784205626669;dem ist nichts aber auch Garnichts hinzuzufügen !!!;FALSE
857931897578568;Dieter Kaiser - 0:);FALSE
1065238026847953;Da brauchen wir demnächst keine trüffelschweine mehr,die Flüchtlinge finden einfach alles....super fachpersonal;FALSE
1011532395551850;Tralla. .wir machen mit dem Volk was wir wollen und was in Deutschland passiert geht die blöde Steuerzahler gar nichts an...Frau Merkel hatt die DDR neu aufleben lassen!;FALSE
1055080361197053;Na dann,gute Nacht!!!;FALSE
858354074203017;"Seid doch mal ehrlich euch sind bestimmt die Bananen ausgegangen ihr armen gefrusteten. Der Lügenpresse habt ihr es nicht zu verdanken das ihr im Rest der BRD als grosser Witz gelten tut das habt ihr gantz allein geschafft.Und jetzt rennt ihr einer von der FDP nach nachdem euer ""Führer"" sich selbst zerstört hat. Armes Dresden das es euch ertragen muss und das nach Lichtenhagen. Ihr habt nichts verstanden.";FALSE
856912191013872;Ja, fand ich auch, war schön, die Menschen mal bei Tageslicht zu sehen;FALSE
857968357574922;Ja aber der ex ist ausländer und er wollte das Kind nicht, Familienehre !;FALSE
972278059477284;Wir haben die Rechts-Faschichten und wir haben die Links-Faschichten(Extremisten)! Also braunes und schwarzes Pack! Alle beiden Lager ab in die Wüste!;TRUE
857502624288162;"Genau, dann mach das auch!

Nehmt  euch die Zeit und schaut/hört euch die angeblich „rechten Hetzreden“  der PEGIDA-DEMO bei Tageslicht UNGESCHNITTEN wenigstens mal von Anfang  bis zum Ende an!
Wer  das immer noch als rechte Hetze empfindet und wer den Begriff  „Lügenpresse“ nicht nachvollziehen kann, wird von jedem Mensch mit  eigenem, gesundem Menschenverstand nur Kopfschütteln ernten.  

Die  gesamte UNGESCHNITTENE Aufzeichnung der PEGIDA-DEMO bei Tageslicht kann  bei YouTube in besserer Bildqualität, leider dann mit schlechterem Ton  auch mit Ansicht über den gesamten Platz der Demo angesehen werden.  Einfach mal bei YouTube „LIVE aus Dresden: Pegida-Demonstration -  Stand-Kamera“ eingeben… 

https://www.youtube.com/watch?v=pcrTICAkhLs";TRUE
857942904244134;So werden wir belogen und betrogen . Bezahlte Anschläge vom Staat .;FALSE
993956067309483;Hässlich wie die Nacht und politisch auf ganzer Ebene versagt! Diese Person muss man einfach nur hassen!!!;FALSE
1010691152302641;Leider lebe ich auf den phillipinen , im geiste aber bei euch;FALSE
1043772312327858;die sind doch alle bekloppt!;FALSE
855122491192842;Soweit ich weiß muss Grönemeyer für die bunte Republik ja nicht zahlen da er in  UK lebt und da als Künstler sehr wenig steuern zahlt.;FALSE
1080315078673581;"http://www.pi-news.net/2016/03/video-orbans-historische-rede-vom-15-maerz/

#PEGIDA #AufDieStraße #MerkelMussWeg #FürDieFreiheit #GrenzenSichern #Verabschiedungskultur #Remigration

#Orban #Fidesz #Ungarn #Hungary #FestungEuropa #FortressEurope

13 Minuten die sich lohnen! (y)

https://www.youtube.com/watch?v=pC7dZ5k-a5s

(...)Der ungarische Ministerpräsident Viktor Orbán hat am Dienstag in Budapest eine historische Rede anlässlich des Jahrestages der Aufstände gegen die Habsburger am 15. März 1848 gehalten. Darin warnte er in klaren Worten vor den Folgen der EU-Asylpolitik, die „Verbrechen und Terror“ nach Europa brächten. „Wenn wir die Völkerwanderung stoppen wollen, müssen wir vor allem Brüssel bremsen“, sagte Orban. Und weiter: „Sollen wir Sklaven sein oder sollen wir frei sein? Keine Freiheit ohne Wahrheit. Heute ist es in der EU verboten, die Wahrheit zu sagen.“ Er bekräftigte, er werde sich nicht von den „Rotten unverbesserlicher Kämpfer für die Menschenrechte“ belehren lassen. Wir dokumentieren die komplette Orban-Rede im Video mit deutschen Untertiteln – ein Must Watch!(...)

http://www.pi-news.net/2016/03/video-orbans-historische-rede-vom-15-maerz/";TRUE
1064380220267067;Und das ist auch gut so??????;FALSE
1064358696935886;Ich liebe Dresden;FALSE
1065847320120357;Was versteht er unter politischer Bildung? Gegen politische Bildung ist nichts einzuwenden, wenn sie nicht einseitig erfolgt und lediglich manipulieren soll. Wenn man nun Tillich und Mitstreiter so reden hört, scheint diese Gefahr sehr nahe liegend!;FALSE
994021670636256;Was soll's, Hartz 4 ist eh ein Auslaufmodell wenn das so weiter geht. Wer soll denn den ganzen Spass noch finanzieren?;FALSE
856901287681629;Ach du meinst solche die vom Vater Staat bezahlt werden? Aus unseren Steuergeldern? Die auch noch gelogen sind? Toller Beitrag.;FALSE
1064992543539168;"Merkel findet ihr Hirn bringt es aber nicht zur Polizei 
Kann damit eh nichts mit Anfang";FALSE
857254017646356;http://i0.wp.com/23.88.113.173/wp-content/uploads/2014/12/Demokratie-gekauft.jpg;FALSE
1064983250206764;Am 05.03.2016 nach Bad Lauterberg (Harz)!! Mut zum Widerstand! 15:00 Uhr Postplatz!! Unterstützt uns, jeder ist Willkommen!;TRUE
856746097697148;der steht aber auch nicht zum ersten mal dort, er ist eigentlich immer dabei;FALSE
856760751029016;17000 auf die Beine zu bringen, ist HAMMER - und dies freiwillig.;FALSE
857706507601107;Ahnungslose aus dem Tal der Ahnungslosen. .......;FALSE
1013146938723729;Mir kommen die Tränen ??;FALSE
1010182402353516;Die Christen bei uns laufen auch nicht ständig mit nem Holzkreuz auf dem Buckel rum. Zumindest sollte der Kopflappen in Schulen verboten werden.;TRUE
993507867354303;Na Pegida war es wohl nicht.;FALSE
857103214328103;Wie sich doch die Worte gleichen, haha;FALSE
857547920950299;nachmacher;FALSE
1010917058946717;Ich erwarte auch nicht dass mich solche Klappspaten verteidigen. Wenn hier die Moslemapokalypse anfängt, werden sich eh Gruppen zusammen finden, die von der Gesinnung her zusammenpassen und sich von den Fähigkeiten her ergänzen. Da wird es keine Verwendung für diese Schießbudenfiguren geben, nichts als Kanonenfutter.;FALSE
881951381843286;??????super Deutschland wacht auf ??;TRUE
857252094313215;Möchte gerne mal wissen wer von Pegida selbst Flüchtling oder Vertriebener war??;FALSE
856933237678434;AndreKolbow gute Nacht??????;FALSE
882019668503124;Gut, der Mann!;FALSE
876855419019549;Das Volk nennt diese Bundesregierung schädlich für Deutschland;FALSE
1065209773517445;Und alle dummen naiven Gutmenschen glauben diese rührselige Geschichte. Ist schon erstaunlich wieviel Geld oder Wertgegenstände die Leute in den letzten Monaten so verloren haben. Und immer sind Flüchtlinge die ehrlichen Finder. Woran das wohl liegt?;FALSE
857491644289260;Wieso habt ihr uns als gastarbeiter geholt? Beschwert eich bei euren grosseltern... ??????;FALSE
968064689898621;die Chefin hat in Brasilien  Asyl beantragt,,,,,,,,;FALSE
1069147269790362;Lass Dein Ja ein Ja sein und Dein Nein ein Nein. Immer diese schwabel Sprache um sich nachher rausreden zu koennen.;FALSE
1056947984343624;Bla bla bla;FALSE
935282083176882;Wieso Haus? Ich dachte die wohnen in Höhlen...;FALSE
982644851773938;Frau Merkel, schauen sie sich die Bilder an. Sind sie stolz auf sich? Sie sind Schuld, sie ganz allein.;FALSE
856734484364976;Große Klasse :);FALSE
1035197319852024;??????????;FALSE
1012571695447920;Wo haben diese Deppen vorher gelebt? Aus welchem Froschteich sind die gekrochen?;FALSE
882259548479136;KLASSE MANN!;FALSE
1011067595598330;":

Einfach nur lächerlich...";FALSE
876328645738893;Die wollen doch nur billig Löhner die sich mit nix auskennen ,die lassen sich besser führen.;FALSE
982643911774032;Das ist nur ein Vorgeschmack auf das was uns blüht. Da sind nur ein paar tausend hier sind bald ein paar Millionen;FALSE
857876280917463;Die berichten sachlich. Du arbeitest bei der SAP ???;FALSE
993954057309684;Lieber Alfred Träumer ! Ich wünsche mir das Du Recht hast .;FALSE
856798434358581;Immer mehr Politiker knicken ein.;FALSE
1007262502645506;Wer das wohl gewesen sein wird : Die Geister, die ich rief......! Kein Wunder, die Linksextremisten werden gegen alle diejenigen ausgespielt, die die ganze Asylchaospolitik  nicht haben wollen und auf die Straße gehen. Jetzt denken sie, sie können sich alles erlauben und zeigen ihr wahres Gesicht, hier kommt der Bumerang zurück, zu denen, die sie benutzt und gewähren lassen haben. Makaber ist, dass ausgerechnet die Bundeswehr im Asylchaos den sogenannten Flüchtlingen hilft. Und jetzt so etwas. Wie passt das zusammen?  Ich verstehe das nicht. Es ist in jeder Hinsicht eine verabscheuungswürdige Tat hirnloser Idioten.;FALSE
1013043705400719;Dieser Nazi, wie kann man nur die armen Traumatisierte Menschen ausschließen. #Sarkasmus Off#;FALSE
1134077609963994;"Habe Frau Merkels ""Flüchtlinge"" persönlich kennengelernt. Davor konnte ich sie noch etwas besser leiden. Vor allem geben die in persönlichen Gesprächen zu, dass sie gar nicht vor Krieg und Verfolgung fliehen, sondern nur der Spur des Geldes folgen. Ohne Tante Merkels Einladung hätten sie sich sichere Orte in Syrien gesucht, wobei alle mit denen ich sprechen konnte sogar Verwandte in IS-freien Gebieten hatten.";FALSE
857890017582756;Hanns Dieter Schramke verbessere mich!;TRUE
1091837070854715;Arbeiten da fehlt ihn ja was aus der Krone. Was im TV kommt ist doch nur proboganda;FALSE
856752394363185;"Und habt ihr neben euren ja ach so tollen ""Argumenten"" auch mal Lösungsvorschläge...reden kann ja jeder!";TRUE
876330585738699;Die Arbeitsagentur in sich selbst ist schädlich, nämlich Volksschädlich. Facharbeiter werden in prekäre Beschäftigung sprich Leiharbeit gezwungen. Wehrt man sich wird man sanktioniert. Vielfach werden frische Gesellen ausgestellt und über die Hintertür wieder am selben Arbeitsplatz über Leihfirmen eingestellt. Zum Bruchteil eines Lohns der Stammbelegschaft. Die Mähr das Leihfirmen nur ungelernte und schwach Geistige in den ersten Arbeitsmarkt zu integrieren versuchen ist bereits mehrfach widerlegt. Die Arbeitsagentur ist ein Handlanger der Wirtschaft. Mehr nicht. Das einzige was sie mit dem Volk gemein hat ist, daß sie aus unseren Steuern finanziert wird.;FALSE
1134244923280596;Möchte wissen ob sie das auch noch sagt, nachdem sie mal von einer Horde dieser Neandertaler durchgeknallten wurde..frag mal die unzähligen Frauen und Mädchen die diesen kriminellen schon zum Opfer gefallen sind.. Ich könnte kotzen..;FALSE
1124050830966672;Dann verstehe ich die Umfragen nicht nur 12% in NRW würden AFD wählen.iat das auch nur verarschen.;FALSE
1007170005988089;[@IND]: das nenne ich mal tiefbegabt...wow!;FALSE
885321464839611;Jo, so sieht es aus!;FALSE
857821194256305;Mhmm ist ja schön das ich als unmündig bezeichnet werde, schön wärs. Dann brauchte ich meine Steuergelder die ich erarbeite nicht Schmarotzern in den Hals werfen sondern könnte auch vom Staat leben.......;FALSE
1064426443595778;Tilo Pusch: Sie haben Recht, und ich danke Ihnen, für die Beratung. Sowieso, ich suche nur Deutsche Freunden, weil ich passe mit Deutschen an. Wir haben die gleiche Interessen. Gute Nacht!;FALSE
894860463885711;"""Der Islam"" ist eine Religion und keine Person, du Hirn.";FALSE
888085294563228;https://www.facebook.com/photo.php?fbid=10203689000198545&set=a.10203578884205714.1073741834.1023571223&type=3&theater;FALSE
888106314561126;Für die schmierigen linken Heuchler gibt es auch nur den einen wahren Holocaust, alle roten Holocauste sind dagegen völlig belanglos, man leugnet sie meistens nicht mal weil einem das eh nichts angeht oder den Opfern eh recht geschehen ist. Aber wenn man nicht argumentieren kann bleibt eben nur der persönliche Angriff, die Diffamierung und zur Not tuts da auch etwas was der Vater von jemandem gesagt haben soll, oder der Hund seines Nachbarn der schon mal wen gebissen hat der ganz sicher ein Antisemit gewesen ist, weil dessen Flöhe ihm das glaubhaft versichert haben.;FALSE
1010223152349441;Das befürchte ich auch!!! Ro Tromm;FALSE
968065943231829;Den ganzen Glaubensmüll bekommen wir war ja klar;FALSE
857251704313254;Horst ??????;FALSE
925399134165177;Ralf, Du bist aus Frankfurt und hast doch keinen Plan von Verbrechensstatistik. Da steckt der Flughafen mit drin (Schmuggel z.B.) und das Frankfurter Kreuz (dort werden die meissten Drogenschmuggler rausgefischt). Ohne diese Verbrechens-Drehkreuze ist Frankfurt eher hinter den westlichen Großstädten. Der Ausländeranteil in Frankfurt beträgt zur Zeit 26,8 %. Siehste, jetzt weisste Bescheid. :D PS Pegida bringt aber immehin so 50 - 60 Leutchen zum spazierengehn. Und das bei 650.000 Einwohnern. Respekt!! :-);FALSE
876405012397923;wir sind mit Ihnen , PEGIDA - France;FALSE
1057705837601172;Sie helfen uns und schützen den Schwächeren.;FALSE
894852033886554;"""sehr geehrter Herr t... "" empfinde ich in seinem Falle als eine viel zu freundliche Anrede. ??";FALSE
